NumAttr,NumOps,NumPubOps,Setters,Getters,Dep_Out,Dep_In,EC_Attr,IC_Attr,EC_Par,IC_Par,Barycenter,Betweenness,Closeness,Eigenvector,HITS.hub,HITS.authority,PageRank,Barycenter-W,Betweenness-W,Closeness-W,Eigenvector-W,HITS.hub-W,HITS.authority-W,PageRank-W,KeyDesign
0,3,3,0,1,3,1,1,0,1,2,0.052631579,1.02E-05,0.001841621,1.67E-11,6.78E-05,0.000445709,0.001159663,0.030641882,7.98E-05,0.007342194,3.46E-10,0.001127797,0.001381422,0.00068607,0
4,19,14,0,5,3,5,4,1,8,12,0,0,0.067944046,0.211623494,0,0.002383656,0.004821146,0.02388905,0.000712119,0.043687937,9.40E-09,0.002887812,0.004566842,0.002407325,0
1,15,13,4,6,3,1,1,1,1,8,0.010526316,3.40E-06,0.001841621,1.67E-11,-3.57E-20,0.000445709,0.001159663,0.019532385,0,3.18E-05,2.66E-185,0.002509647,0.000195536,0.000612812,0
3,7,6,0,4,2,1,1,2,1,13,0,0,0.001841621,1.67E-11,0,8.77E-19,0.001505441,0,0,0.00811857,3.82E-10,0,0.001300657,0.001018643,0
0,3,3,0,1,2,1,0,0,0,2,0,0,0.005099873,7.73E-09,0,6.23E-06,0.001167358,0,0,0.006832272,7.25E-11,0,0.001296462,0.000454817,0
0,1,1,0,1,3,1,0,0,0,2,0,0,0,4.40E-13,0,0,0.000813884,0.000871333,0.000268428,0.00316241,2.94E-172,6.08E-203,9.94E-201,0.000949828,0
10,1,1,0,1,4,3,1,10,17,4,0,0,0.00621547,6.93E-08,0,0.005259829,0.00132748,0.004574499,6.80E-06,0.003594781,3.08E-168,1.28E-06,0.001312785,0.001149103,0
0,0,0,0,0,0,10,0,0,9,0,0,0,0,4.40E-13,0,0,0.000813884,0,0,0.004444913,7.98E-167,0,3.09E-06,0.002566459,0
0,12,12,2,5,2,5,2,0,7,3,0,0,0.001841621,1.67E-11,0,2.85E-20,0.001505441,0,0,0.002973963,3.69E-47,0,0.002826963,0.001963313,0
0,6,6,0,1,3,4,2,0,6,4,0,0,0.001841621,1.67E-11,0,1.48E-05,0.001159663,0.000580889,3.40E-06,0.002998976,6.24E-47,2.59E-05,5.82E-06,0.001325331,0
0,2,2,0,1,3,1,0,0,0,2,0,0,0,4.40E-13,0,0,0.000813884,0.000290444,6.80E-06,0.002978376,1.96E-170,1.89E-08,9.94E-201,0.001241691,0
0,1,1,0,1,2,5,0,0,0,1,0,0,0.009208103,8.18E-11,0,3.62E-06,0.002542775,0.02984316,0.000513071,0.002302026,9.17E-186,0.000508546,2.17E-06,0.000966495,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0.001841621,1.67E-11,0,0.007402047,0.000900329,0.001742666,0.000523265,0.003379439,3.73E-174,6.08E-203,0.0001525,0.000606439,0
0,4,4,1,1,2,3,2,0,4,2,0,0,0.002455494,0.060459205,0,1.50E-05,0.001375554,0.001161778,0.000275224,0.003159038,1.64E-47,4.04E-08,4.64E-06,0.000823477,0
0,2,2,1,1,1,2,0,0,0,2,0,0,0.007366483,7.67E-08,0,-2.66E-19,0.003948343,0.03579727,0.000231052,0.00267557,7.42E-174,1.49E-05,2.31E-06,0.000783405,0
3,8,8,0,2,3,10,2,0,11,7,0,0,0.013368802,0.211607222,0,6.24E-05,0.003068537,0.035071159,0.000961414,0.010357821,1.31E-09,0.000927818,0.001990299,0.001471976,0
0,3,3,0,0,1,7,1,0,15,3,0,0,0,4.40E-13,0,0,0.000813884,0.058451931,0.000332987,0.010254012,1.86E-09,3.56E-06,0.001786992,0.001368331,0
0,3,3,1,1,2,5,1,0,9,2,0,0,0.002455494,3.10E-10,0,0.006932717,0.001027123,0.030133604,0.000295611,0.003709627,2.52E-111,0.000516621,0.000246255,0.001553833,0
0,5,5,1,1,6,5,1,0,8,10,0,0,0.005115613,4.04E-09,0,0.010647598,0.001833683,0.032892826,3.68E-05,0.00370097,3.56E-111,2.02E-06,0.001320117,0.001667898,0
0,2,2,1,1,1,0,0,0,0,2,0,0,0,4.40E-13,0,0,0.000813884,0.02984316,0,0,3.72E-189,0.000508546,0,0.000434363,0
0,2,2,0,0,5,2,2,0,4,2,0,0,0.002762431,3.73E-09,0,0.005259829,0.001165337,0.004429277,2.04E-05,0.004253137,6.17E-43,1.27E-06,0.000818073,0.000953254,0
